mesa_desde,mesa_hasta,vot_parcodigo,total
4301,4301,047,3
4301,4301,191,1
4301,4301,217,0
4301,4301,501,8
4301,4301,503,11
4301,4301,505,6
4301,4301,512,121
4301,4301,514,4
4301,4301,9003,5
4301,4301,9004,3
4301,4301,9005,2
4301,4301,9006,0
4302,4303,003,76
4302,4303,047,1
4302,4303,191,6
4302,4303,217,0
4302,4303,501,25
4302,4303,503,18
4302,4303,505,9
4302,4303,512,151
4302,4303,514,15
4302,4303,9003,0
4302,4303,9004,4
4302,4303,9005,5
4302,4303,9006,0
4304,4304,003,58
4304,4304,047,0
4304,4304,191,0
4304,4304,217,0
4304,4304,501,9
4304,4304,503,1
4304,4304,505,1
4304,4304,512,183
4304,4304,514,2
4304,4304,9003,0
4304,4304,9004,0
4304,4304,9005,0
4304,4304,9006,0
4305,4306,003,178
4305,4306,047,3
4305,4306,191,0
4305,4306,217,1
4305,4306,501,15
4305,4306,503,7
4305,4306,505,5
4305,4306,512,270
4305,4306,514,1
4305,4306,9003,5
4305,4306,9004,6
4305,4306,9005,2
4305,4306,9006,0
4307,4315,003,915
4307,4315,047,24
4307,4315,191,47
4307,4315,217,24
4307,4315,501,274
4307,4315,503,140
4307,4315,505,72
4307,4315,512,894
4307,4315,514,26
4307,4315,9003,0
4307,4315,9004,27
4307,4315,9005,47
4307,4315,9006,0
4316,4325,003,1054
4316,4325,047,24
4316,4325,191,51
4316,4325,217,17
4316,4325,501,273
4316,4325,503,151
4316,4325,505,68
4316,4325,512,940
4316,4325,514,39
4316,4325,9003,0
4316,4325,9004,24
4316,4325,9005,65
4316,4325,9006,1
4326,4336,003,1147
4326,4336,047,28
4326,4336,191,65
4326,4336,217,27
4326,4336,501,313
4326,4336,503,160
4326,4336,505,70
4326,4336,512,1098
4326,4336,514,47
4326,4336,9003,0
4326,4336,9004,44
4326,4336,9005,39
4326,4336,9006,1
4337,4346,003,992
4337,4346,047,48
4337,4346,191,43
4337,4346,217,28
4337,4346,501,283
4337,4346,503,160
4337,4346,505,65
4337,4346,512,988
4337,4346,514,36
4337,4346,9003,0
4337,4346,9004,45
4337,4346,9005,46
4337,4346,9006,0
4347,4355,003,954
4347,4355,047,35
4347,4355,191,56
4347,4355,217,17
4347,4355,501,261
4347,4355,503,124
4347,4355,505,60
4347,4355,512,913
4347,4355,514,22
4347,4355,9003,0
4347,4355,9004,45
4347,4355,9005,33
4347,4355,9006,1
4356,4358,003,321
4356,4358,047,17
4356,4358,191,16
4356,4358,217,12
4356,4358,501,92
4356,4358,503,47
4356,4358,505,22
4356,4358,512,289
4356,4358,514,10
4356,4358,9003,0
4356,4358,9004,15
4356,4358,9005,14
4356,4358,9006,0
4359,4360,003,285
4359,4360,047,0
4359,4360,191,7
4359,4360,217,0
4359,4360,501,33
4359,4360,503,6
4359,4360,505,0
4359,4360,512,112
4359,4360,514,0
4359,4360,9003,0
4359,4360,9004,4
4359,4360,9005,7
4359,4360,9006,0
4361,4361,003,34
4361,4361,047,0
4361,4361,191,0
4361,4361,217,0
4361,4361,501,4
4361,4361,503,2
4361,4361,505,1
4361,4361,512,16
4361,4361,514,1
4361,4361,9003,0
4361,4361,9004,0
4361,4361,9005,0
4361,4361,9006,0
4362,4362,003,14
4362,4362,047,0
4362,4362,191,0
4362,4362,217,0
4362,4362,501,12
4362,4362,503,2
4362,4362,505,0
4362,4362,512,17
4362,4362,514,0
4362,4362,9003,0
4362,4362,9004,2
4362,4362,9005,2
4362,4362,9006,0
4363,4368,003,876
4363,4368,047,25
4363,4368,191,13
4363,4368,217,7
4363,4368,501,74
4363,4368,503,73
4363,4368,505,28
4363,4368,512,407
4363,4368,514,20
4363,4368,9003,0
4363,4368,9004,26
4363,4368,9005,23
4363,4368,9006,1
4369,4374,003,807
4369,4374,047,8
4369,4374,191,11
4369,4374,217,4
4369,4374,501,75
4369,4374,503,66
4369,4374,505,19
4369,4374,512,472
4369,4374,514,17
4369,4374,9003,9
4369,4374,9004,28
4369,4374,9005,21
4369,4374,9006,0
4375,4377,003,285
4375,4377,047,6
4375,4377,191,6
4375,4377,217,1
4375,4377,501,31
4375,4377,503,21
4375,4377,505,10
4375,4377,512,119
4375,4377,514,6
4375,4377,9003,0
4375,4377,9004,1
4375,4377,9005,0
4375,4377,9006,0
4378,4378,003,29
4378,4378,047,0
4378,4378,191,1
4378,4378,217,1
4378,4378,501,4
4378,4378,503,0
4378,4378,505,1
4378,4378,512,22
4378,4378,514,1
4378,4378,9003,0
4378,4378,9004,2
4378,4378,9005,0
4378,4378,9006,0
4379,4384,003,296
4379,4384,047,11
4379,4384,191,5
4379,4384,217,24
4379,4384,501,543
4379,4384,503,127
4379,4384,505,33
4379,4384,512,526
4379,4384,514,21
4379,4384,9003,0
4379,4384,9004,31
4379,4384,9005,20
4379,4384,9006,0
4385,4392,003,343
4385,4392,047,25
4385,4392,191,13
4385,4392,217,30
4385,4392,501,684
4385,4392,503,156
4385,4392,505,35
4385,4392,512,781
4385,4392,514,19
4385,4392,9003,0
4385,4392,9004,17
4385,4392,9005,44
4385,4392,9006,0
4393,4393,003,8
4393,4393,047,1
4393,4393,191,0
4393,4393,217,0
4393,4393,501,5
4393,4393,503,8
4393,4393,505,0
4393,4393,512,23
4393,4393,514,1
4393,4393,9003,0
4393,4393,9004,1
4393,4393,9005,0
4393,4393,9006,0
4394,4396,003,70
4394,4396,047,2
4394,4396,191,1
4394,4396,217,3
4394,4396,501,62
4394,4396,503,17
4394,4396,505,3
4394,4396,512,81
4394,4396,514,1
4394,4396,9003,0
4394,4396,9004,11
4394,4396,9005,0
4394,4396,9006,0
4397,4406,003,800
4397,4406,047,43
4397,4406,191,19
4397,4406,217,14
4397,4406,501,433
4397,4406,503,394
4397,4406,505,64
4397,4406,512,808
4397,4406,514,41
4397,4406,9003,0
4397,4406,9004,41
4397,4406,9005,51
4397,4406,9006,0
4407,4415,003,714
4407,4415,047,46
4407,4415,191,26
4407,4415,217,11
4407,4415,501,389
4407,4415,503,304
4407,4415,505,89
4407,4415,512,718
4407,4415,514,27
4407,4415,9003,0
4407,4415,9004,35
4407,4415,9005,44
4407,4415,9006,0
4416,4422,003,484
4416,4422,047,41
4416,4422,191,22
4416,4422,217,11
4416,4422,501,303
4416,4422,503,224
4416,4422,505,42
4416,4422,512,594
4416,4422,514,46
4416,4422,9003,0
4416,4422,9004,42
4416,4422,9005,26
4416,4422,9006,0
4423,4425,003,182
4423,4425,047,15
4423,4425,191,9
4423,4425,217,5
4423,4425,501,157
4423,4425,503,122
4423,4425,505,16
4423,4425,512,249
4423,4425,514,13
4423,4425,9003,0
4423,4425,9004,23
4423,4425,9005,14
4423,4425,9006,0
4426,4431,003,435
4426,4431,047,23
4426,4431,191,14
4426,4431,217,10
4426,4431,501,115
4426,4431,503,107
4426,4431,505,43
4426,4431,512,650
4426,4431,514,23
4426,4431,9003,0
4426,4431,9004,31
4426,4431,9005,6
4426,4431,9006,0
4432,4434,003,209
4432,4434,047,4
4432,4434,191,5
4432,4434,217,0
4432,4434,501,35
4432,4434,503,57
4432,4434,505,21
4432,4434,512,436
4432,4434,514,5
4432,4434,9003,0
4432,4434,9004,9
4432,4434,9005,18
4432,4434,9006,0
4435,4440,003,353
4435,4440,047,32
4435,4440,191,26
4435,4440,217,54
4435,4440,501,192
4435,4440,503,266
4435,4440,505,52
4435,4440,512,502
4435,4440,514,41
4435,4440,9003,0
4435,4440,9004,24
4435,4440,9005,41
4435,4440,9006,0
4441,4452,003,662
4441,4452,047,75
4441,4452,191,64
4441,4452,217,84
4441,4452,501,420
4441,4452,503,601
4441,4452,505,102
4441,4452,512,1028
4441,4452,514,73
4441,4452,9003,0
4441,4452,9004,60
4441,4452,9005,94
4441,4452,9006,0
4453,4461,003,465
4453,4461,047,59
4453,4461,191,37
4453,4461,217,79
4453,4461,501,313
4453,4461,503,425
4453,4461,505,73
4453,4461,512,770
4453,4461,514,56
4453,4461,9003,0
4453,4461,9004,45
4453,4461,9005,58
4453,4461,9006,0
4462,4462,003,1
4462,4462,047,0
4462,4462,191,0
4462,4462,217,1
4462,4462,501,1
4462,4462,503,3
4462,4462,505,0
4462,4462,512,18
4462,4462,514,1
4462,4462,9003,0
4462,4462,9004,1
4462,4462,9005,0
4462,4462,9006,0
4463,4463,003,8
4463,4463,047,1
4463,4463,191,0
4463,4463,217,0
4463,4463,501,0
4463,4463,503,4
4463,4463,505,0
4463,4463,512,41
4463,4463,514,0
4463,4463,9003,0
4463,4463,9004,1
4463,4463,9005,0
4463,4463,9006,0
4464,4467,003,168
4464,4467,047,11
4464,4467,191,4
4464,4467,217,5
4464,4467,501,182
4464,4467,503,112
4464,4467,505,6
4464,4467,512,395
4464,4467,514,9
4464,4467,9003,0
4464,4467,9004,20
4464,4467,9005,5
4464,4467,9006,0
4468,4475,003,514
4468,4475,047,21
4468,4475,191,35
4468,4475,217,23
4468,4475,501,309
4468,4475,503,405
4468,4475,505,59
4468,4475,512,789
4468,4475,514,28
4468,4475,9003,0
4468,4475,9004,20
4468,4475,9005,48
4468,4475,9006,0
4476,4486,003,635
4476,4486,047,33
4476,4486,191,44
4476,4486,217,39
4476,4486,501,383
4476,4486,503,427
4476,4486,505,71
4476,4486,512,952
4476,4486,514,42
4476,4486,9003,0
4476,4486,9004,22
4476,4486,9005,67
4476,4486,9006,0
4487,4498,003,668
4487,4498,047,57
4487,4498,191,40
4487,4498,217,57
4487,4498,501,480
4487,4498,503,532
4487,4498,505,91
4487,4498,512,1228
4487,4498,514,24
4487,4498,9003,0
4487,4498,9004,32
4487,4498,9005,69
4487,4498,9006,0
4499,4500,003,74
4499,4500,047,4
4499,4500,191,4
4499,4500,217,2
4499,4500,501,243
4499,4500,503,28
4499,4500,505,4
4499,4500,512,139
4499,4500,514,5
4499,4500,9003,0
4499,4500,9004,2
4499,4500,9005,5
4499,4500,9006,0
4501,4502,003,51
4501,4502,047,3
4501,4502,191,2
4501,4502,217,2
4501,4502,501,12
4501,4502,503,24
4501,4502,505,7
4501,4502,512,143
4501,4502,514,4
4501,4502,9003,0
4501,4502,9004,5
4501,4502,9005,3
4501,4502,9006,0
4503,4506,003,210
4503,4506,047,5
4503,4506,191,10
4503,4506,217,6
4503,4506,501,172
4503,4506,503,64
4503,4506,505,19
4503,4506,512,524
4503,4506,514,21
4503,4506,9003,0
4503,4506,9004,41
4503,4506,9005,2
4503,4506,9006,0
4507,4507,003,31
4507,4507,047,3
4507,4507,191,1
4507,4507,217,1
4507,4507,501,4
4507,4507,503,11
4507,4507,505,1
4507,4507,512,22
4507,4507,514,2
4507,4507,9003,0
4507,4507,9004,2
4507,4507,9005,0
4507,4507,9006,0
4508,4513,003,448
4508,4513,047,18
4508,4513,191,9
4508,4513,217,8
4508,4513,501,342
4508,4513,503,113
4508,4513,505,22
4508,4513,512,661
4508,4513,514,19
4508,4513,9003,0
4508,4513,9004,24
4508,4513,9005,3
4508,4513,9006,0
4514,4520,003,403
4514,4520,047,33
4514,4520,191,23
4514,4520,217,22
4514,4520,501,425
4514,4520,503,223
4514,4520,505,47
4514,4520,512,617
4514,4520,514,24
4514,4520,9003,0
4514,4520,9004,33
4514,4520,9005,10
4514,4520,9006,0
4521,4527,003,345
4521,4527,047,33
4521,4527,191,13
4521,4527,217,15
4521,4527,501,414
4521,4527,503,202
4521,4527,505,65
4521,4527,512,684
4521,4527,514,34
4521,4527,9003,0
4521,4527,9004,27
4521,4527,9005,23
4521,4527,9006,0
4528,4531,003,212
4528,4531,047,10
4528,4531,191,5
4528,4531,217,18
4528,4531,501,114
4528,4531,503,113
4528,4531,505,20
4528,4531,512,500
4528,4531,514,16
4528,4531,9003,0
4528,4531,9004,11
4528,4531,9005,0
4528,4531,9006,0
4532,4536,003,254
4532,4536,047,13
4532,4536,191,2
4532,4536,217,38
4532,4536,501,143
4532,4536,503,131
4532,4536,505,19
4532,4536,512,672
4532,4536,514,17
4532,4536,9003,0
4532,4536,9004,10
4532,4536,9005,1
4532,4536,9006,0
4537,4545,003,638
4537,4545,047,18
4537,4545,191,11
4537,4545,217,9
4537,4545,501,133
4537,4545,503,333
4537,4545,505,25
4537,4545,512,764
4537,4545,514,29
4537,4545,9003,0
4537,4545,9004,31
4537,4545,9005,28
4537,4545,9006,0
4546,4555,003,747
4546,4555,047,25
4546,4555,191,8
4546,4555,217,16
4546,4555,501,201
4546,4555,503,317
4546,4555,505,54
4546,4555,512,1063
4546,4555,514,24
4546,4555,9003,64
4546,4555,9004,31
4546,4555,9005,46
4546,4555,9006,0
4556,4561,003,431
4556,4561,047,19
4556,4561,191,11
4556,4561,217,19
4556,4561,501,158
4556,4561,503,184
4556,4561,505,26
4556,4561,512,707
4556,4561,514,20
4556,4561,9003,0
4556,4561,9004,32
4556,4561,9005,14
4556,4561,9006,0
4562,4562,003,19
4562,4562,047,0
4562,4562,191,0
4562,4562,217,0
4562,4562,501,29
4562,4562,503,0
4562,4562,505,2
4562,4562,512,83
4562,4562,514,3
4562,4562,9003,0
4562,4562,9004,3
4562,4562,9005,0
4562,4562,9006,0
4563,4569,003,633
4563,4569,047,22
4563,4569,191,6
4563,4569,217,9
4563,4569,501,148
4563,4569,503,173
4563,4569,505,16
4563,4569,512,792
4563,4569,514,19
4563,4569,9003,0
4563,4569,9004,32
4563,4569,9005,0
4563,4569,9006,0
4570,4574,003,415
4570,4574,047,17
4570,4574,191,7
4570,4574,217,5
4570,4574,501,92
4570,4574,503,110
4570,4574,505,17
4570,4574,512,611
4570,4574,514,13
4570,4574,9003,0
4570,4574,9004,36
4570,4574,9005,0
4570,4574,9006,0
4575,4578,003,144
4575,4578,047,3
4575,4578,191,4
4575,4578,217,5
4575,4578,501,388
4575,4578,503,46
4575,4578,505,11
4575,4578,512,264
4575,4578,514,9
4575,4578,9003,0
4575,4578,9004,7
4575,4578,9005,8
4575,4578,9006,0
4579,4585,003,444
4579,4585,047,34
4579,4585,191,40
4579,4585,217,9
4579,4585,501,305
4579,4585,503,273
4579,4585,505,46
4579,4585,512,640
4579,4585,514,37
4579,4585,9003,14
4579,4585,9004,62
4579,4585,9005,8
4579,4585,9006,2
4586,4591,003,388
4586,4591,047,32
4586,4591,191,33
4586,4591,217,11
4586,4591,501,275
4586,4591,503,220
4586,4591,505,43
4586,4591,512,536
4586,4591,514,26
4586,4591,9003,0
4586,4591,9004,42
4586,4591,9005,12
4586,4591,9006,0
4592,4599,003,519
4592,4599,047,46
4592,4599,191,39
4592,4599,217,10
4592,4599,501,430
4592,4599,503,294
4592,4599,505,44
4592,4599,512,677
4592,4599,514,27
4592,4599,9003,0
4592,4599,9004,57
4592,4599,9005,5
4592,4599,9006,0
4600,4604,003,315
4600,4604,047,22
4600,4604,191,26
4600,4604,217,6
4600,4604,501,273
4600,4604,503,159
4600,4604,505,29
4600,4604,512,434
4600,4604,514,25
4600,4604,9003,0
4600,4604,9004,58
4600,4604,9005,0
4600,4604,9006,0
4605,4611,003,422
4605,4611,047,39
4605,4611,191,10
4605,4611,217,3
4605,4611,501,84
4605,4611,503,147
4605,4611,505,26
4605,4611,512,730
4605,4611,514,42
4605,4611,9003,0
4605,4611,9004,37
4605,4611,9005,0
4605,4611,9006,0
4612,4618,003,411
4612,4618,047,33
4612,4618,191,6
4612,4618,217,7
4612,4618,501,99
4612,4618,503,162
4612,4618,505,40
4612,4618,512,952
4612,4618,514,36
4612,4618,9003,0
4612,4618,9004,51
4612,4618,9005,0
4612,4618,9006,0
4619,4623,003,323
4619,4623,047,26
4619,4623,191,6
4619,4623,217,8
4619,4623,501,87
4619,4623,503,114
4619,4623,505,30
4619,4623,512,626
4619,4623,514,21
4619,4623,9003,0
4619,4623,9004,38
4619,4623,9005,3
4619,4623,9006,0
4624,4630,003,631
4624,4630,047,19
4624,4630,191,8
4624,4630,217,4
4624,4630,501,193
4624,4630,503,212
4624,4630,505,21
4624,4630,512,550
4624,4630,514,18
4624,4630,9003,0
4624,4630,9004,28
4624,4630,9005,0
4624,4630,9006,0
4631,4635,003,273
4631,4635,047,32
4631,4635,191,5
4631,4635,217,9
4631,4635,501,216
4631,4635,503,101
4631,4635,505,33
4631,4635,512,647
4631,4635,514,19
4631,4635,9003,0
4631,4635,9004,37
4631,4635,9005,0
4631,4635,9006,0
4636,4640,003,302
4636,4640,047,28
4636,4640,191,10
4636,4640,217,8
4636,4640,501,195
4636,4640,503,111
4636,4640,505,30
4636,4640,512,637
4636,4640,514,10
4636,4640,9003,0
4636,4640,9004,33
4636,4640,9005,6
4636,4640,9006,0
4641,4641,003,11
4641,4641,047,1
4641,4641,191,1
4641,4641,217,0
4641,4641,501,4
4641,4641,503,7
4641,4641,505,0
4641,4641,512,69
4641,4641,514,0
4641,4641,9003,0
4641,4641,9004,5
4641,4641,9005,0
4641,4641,9006,0
4642,4653,003,765
4642,4653,047,24
4642,4653,191,20
4642,4653,217,16
4642,4653,501,318
4642,4653,503,261
4642,4653,505,71
4642,4653,512,1447
4642,4653,514,64
4642,4653,9003,0
4642,4653,9004,72
4642,4653,9005,5
4642,4653,9006,0
4654,4655,003,69
4654,4655,047,3
4654,4655,191,4
4654,4655,217,1
4654,4655,501,82
4654,4655,503,53
4654,4655,505,3
4654,4655,512,315
4654,4655,514,6
4654,4655,9003,0
4654,4655,9004,4
4654,4655,9005,6
4654,4655,9006,0
4656,4664,003,335
4656,4664,047,31
4656,4664,191,12
4656,4664,217,115
4656,4664,501,994
4656,4664,503,134
4656,4664,505,36
4656,4664,512,783
4656,4664,514,22
4656,4664,9003,0
4656,4664,9004,17
4656,4664,9005,19
4656,4664,9006,1
4665,4671,003,281
4665,4671,047,24
4665,4671,191,10
4665,4671,217,9
4665,4671,501,805
4665,4671,503,102
4665,4671,505,35
4665,4671,512,626
4665,4671,514,21
4665,4671,9003,0
4665,4671,9004,13
4665,4671,9005,11
4665,4671,9006,1
4672,4682,003,387
4672,4682,047,27
4672,4682,191,11
4672,4682,217,17
4672,4682,501,1160
4672,4682,503,141
4672,4682,505,36
4672,4682,512,894
4672,4682,514,27
4672,4682,9003,1
4672,4682,9004,13
4672,4682,9005,26
4672,4682,9006,1
4683,4683,003,9
4683,4683,047,0
4683,4683,191,0
4683,4683,217,0
4683,4683,501,2
4683,4683,503,0
4683,4683,505,0
4683,4683,512,12
4683,4683,514,0
4683,4683,9003,0
4683,4683,9004,0
4683,4683,9005,0
4683,4683,9006,0
4684,4691,003,609
4684,4691,047,30
4684,4691,191,7
4684,4691,217,8
4684,4691,501,120
4684,4691,503,99
4684,4691,505,33
4684,4691,512,1079
4684,4691,514,27
4684,4691,9003,0
4684,4691,9004,25
4684,4691,9005,8
4684,4691,9006,1
4692,4704,003,455
4692,4704,047,46
4692,4704,191,19
4692,4704,217,26
4692,4704,501,422
4692,4704,503,880
4692,4704,505,55
4692,4704,512,1211
4692,4704,514,37
4692,4704,9003,0
4692,4704,9004,42
4692,4704,9005,17
4692,4704,9006,0
4705,4721,003,625
4705,4721,047,62
4705,4721,191,26
4705,4721,217,33
4705,4721,501,570
4705,4721,503,1205
4705,4721,505,76
4705,4721,512,1439
4705,4721,514,83
4705,4721,9003,0
4705,4721,9004,42
4705,4721,9005,42
4705,4721,9006,0
4722,4732,003,425
4722,4732,047,38
4722,4732,191,19
4722,4732,217,21
4722,4732,501,376
4722,4732,503,872
4722,4732,505,50
4722,4732,512,1002
4722,4732,514,33
4722,4732,9003,0
4722,4732,9004,30
4722,4732,9005,49
4722,4732,9006,0
4733,4744,003,414
4733,4744,047,49
4733,4744,191,22
4733,4744,217,25
4733,4744,501,416
4733,4744,503,846
4733,4744,505,75
4733,4744,512,1115
4733,4744,514,46
4733,4744,9003,0
4733,4744,9004,52
4733,4744,9005,37
4733,4744,9006,0
4745,4752,003,271
4745,4752,047,30
4745,4752,191,9
4745,4752,217,12
4745,4752,501,268
4745,4752,503,641
4745,4752,505,41
4745,4752,512,755
4745,4752,514,28
4745,4752,9003,1
4745,4752,9004,39
4745,4752,9005,12
4745,4752,9006,1
4753,4757,003,185
4753,4757,047,15
4753,4757,191,11
4753,4757,217,18
4753,4757,501,192
4753,4757,503,350
4753,4757,505,31
4753,4757,512,503
4753,4757,514,23
4753,4757,9003,0
4753,4757,9004,12
4753,4757,9005,20
4753,4757,9006,0
4758,4765,003,500
4758,4765,047,36
4758,4765,191,13
4758,4765,217,19
4758,4765,501,345
4758,4765,503,133
4758,4765,505,34
4758,4765,512,1063
4758,4765,514,15
4758,4765,9003,0
4758,4765,9004,29
4758,4765,9005,24
4758,4765,9006,0
4766,4771,003,417
4766,4771,047,23
4766,4771,191,5
4766,4771,217,9
4766,4771,501,294
4766,4771,503,110
4766,4771,505,32
4766,4771,512,753
4766,4771,514,18
4766,4771,9003,0
4766,4771,9004,24
4766,4771,9005,5
4766,4771,9006,0
4772,4772,003,70
4772,4772,047,4
4772,4772,191,1
4772,4772,217,1
4772,4772,501,37
4772,4772,503,14
4772,4772,505,3
4772,4772,512,144
4772,4772,514,0
4772,4772,9003,0
4772,4772,9004,5
4772,4772,9005,0
4772,4772,9006,0
4773,4773,003,25
4773,4773,047,2
4773,4773,191,4
4773,4773,217,2
4773,4773,501,29
4773,4773,503,11
4773,4773,505,8
4773,4773,512,191
4773,4773,514,0
4773,4773,9003,0
4773,4773,9004,8
4773,4773,9005,0
4773,4773,9006,0
4774,4778,003,410
4774,4778,047,7
4774,4778,191,7
4774,4778,217,7
4774,4778,501,84
4774,4778,503,136
4774,4778,505,13
4774,4778,512,512
4774,4778,514,19
4774,4778,9003,0
4774,4778,9004,18
4774,4778,9005,13
4774,4778,9006,0
4779,4781,003,248
4779,4781,047,12
4779,4781,191,6
4779,4781,217,3
4779,4781,501,62
4779,4781,503,82
4779,4781,505,11
4779,4781,512,285
4779,4781,514,11
4779,4781,9003,0
4779,4781,9004,7
4779,4781,9005,13
4779,4781,9006,0
4782,4784,003,103
4782,4784,047,3
4782,4784,191,4
4782,4784,217,4
4782,4784,501,24
4782,4784,503,58
4782,4784,505,4
4782,4784,512,196
4782,4784,514,5
4782,4784,9003,0
4782,4784,9004,13
4782,4784,9005,0
4782,4784,9006,0
4785,4787,003,131
4785,4787,047,6
4785,4787,191,4
4785,4787,217,4
4785,4787,501,42
4785,4787,503,11
4785,4787,505,12
4785,4787,512,343
4785,4787,514,10
4785,4787,9003,0
4785,4787,9004,6
4785,4787,9005,7
4785,4787,9006,1
4788,4788,003,1
4788,4788,047,0
4788,4788,191,0
4788,4788,217,0
4788,4788,501,5
4788,4788,503,0
4788,4788,505,0
4788,4788,512,11
4788,4788,514,0
4788,4788,9003,0
4788,4788,9004,1
4788,4788,9005,0
4788,4788,9006,0
4789,4789,003,10
4789,4789,047,0
4789,4789,191,0
4789,4789,217,0
4789,4789,501,10
4789,4789,503,1
4789,4789,505,0
4789,4789,512,42
4789,4789,514,1
4789,4789,9003,0
4789,4789,9004,1
4789,4789,9005,1
4789,4789,9006,0
4790,4790,003,40
4790,4790,047,0
4790,4790,191,3
4790,4790,217,0
4790,4790,501,52
4790,4790,503,4
4790,4790,505,1
4790,4790,512,111
4790,4790,514,2
4790,4790,9003,0
4790,4790,9004,1
4790,4790,9005,3
4790,4790,9006,0
4791,4791,003,6
4791,4791,047,0
4791,4791,191,3
4791,4791,217,0
4791,4791,501,17
4791,4791,503,0
4791,4791,505,0
4791,4791,512,84
4791,4791,514,1
4791,4791,9003,0
4791,4791,9004,0
4791,4791,9005,0
4791,4791,9006,0
4792,4792,003,23
4792,4792,047,1
4792,4792,191,0
4792,4792,217,0
4792,4792,501,11
4792,4792,503,8
4792,4792,505,0
4792,4792,512,108
4792,4792,514,3
4792,4792,9003,0
4792,4792,9004,1
4792,4792,9005,1
4792,4792,9006,0
4793,4793,003,4
4793,4793,047,0
4793,4793,191,0
4793,4793,217,0
4793,4793,501,8
4793,4793,503,0
4793,4793,505,0
4793,4793,512,41
4793,4793,514,1
4793,4793,9003,0
4793,4793,9004,2
4793,4793,9005,1
4793,4793,9006,0
4794,4794,003,37
4794,4794,047,1
4794,4794,191,0
4794,4794,217,1
4794,4794,501,8
4794,4794,503,6
4794,4794,505,2
4794,4794,512,122
4794,4794,514,1
4794,4794,9003,0
4794,4794,9004,2
4794,4794,9005,7
4794,4794,9006,0
4795,4795,003,35
4795,4795,047,0
4795,4795,191,0
4795,4795,217,0
4795,4795,501,17
4795,4795,503,1
4795,4795,505,2
4795,4795,512,101
4795,4795,514,1
4795,4795,9003,0
4795,4795,9004,3
4795,4795,9005,4
4795,4795,9006,0
4796,4796,003,16
4796,4796,047,0
4796,4796,191,0
4796,4796,217,0
4796,4796,501,4
4796,4796,503,0
4796,4796,505,0
4796,4796,512,38
4796,4796,514,0
4796,4796,9003,0
4796,4796,9004,1
4796,4796,9005,1
4796,4796,9006,0
4797,4797,003,8
4797,4797,047,0
4797,4797,191,0
4797,4797,217,0
4797,4797,501,5
4797,4797,503,0
4797,4797,505,0
4797,4797,512,42
4797,4797,514,1
4797,4797,9003,0
4797,4797,9004,0
4797,4797,9005,0
4797,4797,9006,0
4798,4798,003,7
4798,4798,047,2
4798,4798,191,0
4798,4798,217,0
4798,4798,501,14
4798,4798,503,0
4798,4798,505,0
4798,4798,512,75
4798,4798,514,0
4798,4798,9003,4
4798,4798,9004,2
4798,4798,9005,0
4798,4798,9006,4
4799,4804,003,315
4799,4804,047,11
4799,4804,191,18
4799,4804,217,6
4799,4804,501,125
4799,4804,503,66
4799,4804,505,24
4799,4804,512,874
4799,4804,514,18
4799,4804,9003,0
4799,4804,9004,17
4799,4804,9005,20
4799,4804,9006,0
4805,4805,003,10
4805,4805,047,1
4805,4805,191,0
4805,4805,217,0
4805,4805,501,12
4805,4805,503,6
4805,4805,505,1
4805,4805,512,72
4805,4805,514,1
4805,4805,9003,0
4805,4805,9004,0
4805,4805,9005,1
4805,4805,9006,0
4806,4808,003,58
4806,4808,047,1
4806,4808,191,4
4806,4808,217,3
4806,4808,501,129
4806,4808,503,12
4806,4808,505,4
4806,4808,512,371
4806,4808,514,8
4806,4808,9003,0
4806,4808,9004,13
4806,4808,9005,7
4806,4808,9006,0
4809,4809,003,2
4809,4809,047,0
4809,4809,191,0
4809,4809,217,0
4809,4809,501,5
4809,4809,503,0
4809,4809,505,0
4809,4809,512,32
4809,4809,514,1
4809,4809,9003,0
4809,4809,9004,0
4809,4809,9005,0
4809,4809,9006,0
4810,4810,003,1
4810,4810,047,0
4810,4810,191,1
4810,4810,217,0
4810,4810,501,3
4810,4810,503,2
4810,4810,505,2
4810,4810,512,24
4810,4810,514,2
4810,4810,9003,0
4810,4810,9004,0
4810,4810,9005,0
4810,4810,9006,0
4811,4812,003,73
4811,4812,047,1
4811,4812,191,1
4811,4812,217,2
4811,4812,501,36
4811,4812,503,16
4811,4812,505,3
4811,4812,512,229
4811,4812,514,2
4811,4812,9003,0
4811,4812,9004,1
4811,4812,9005,1
4811,4812,9006,0
4813,4813,003,53
4813,4813,047,0
4813,4813,191,0
4813,4813,217,0
4813,4813,501,8
4813,4813,503,2
4813,4813,505,2
4813,4813,512,117
4813,4813,514,3
4813,4813,9003,0
4813,4813,9004,2
4813,4813,9005,0
4813,4813,9006,0
4814,4819,003,411
4814,4819,047,6
4814,4819,191,23
4814,4819,217,19
4814,4819,501,107
4814,4819,503,91
4814,4819,505,35
4814,4819,512,637
4814,4819,514,17
4814,4819,9003,0
4814,4819,9004,12
4814,4819,9005,29
4814,4819,9006,0
4820,4820,003,31
4820,4820,047,2
4820,4820,191,4
4820,4820,217,2
4820,4820,501,17
4820,4820,503,5
4820,4820,505,6
4820,4820,512,118
4820,4820,514,4
4820,4820,9003,0
4820,4820,9004,8
4820,4820,9005,5
4820,4820,9006,0
4821,4821,003,44
4821,4821,047,0
4821,4821,191,0
